id,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
535, الرياض,   حي القادسية ,جنوب,360,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,55000
537, الرياض,   حي طويق ,شمال,495,3,5,5,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,35000
538, الرياض,   حي الشهداء ,شمال,300,11,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,70000
541, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
542, الرياض,   حي القادسية ,جنوب,360,0,4,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,55000
543, الرياض,   حي الروابي ,شرق,250,23,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
544, الرياض,   حي العارض ,شمال غربي,200,5,3,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000
546, الرياض,   حي العارض ,شرق,300,0,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000
547, الرياض,   حي القادسية ,غرب,250,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
548, الرياض,   حي الرمال ,جنوب,216,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000
549, الرياض,   حي الرمال ,شمال,360,0,4,5,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,50000
550, الرياض,   حي الرمال ,غرب,335,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,43000
551, الرياض,   حي الرمال ,جنوب,372,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000
552, الرياض,   حي الشفا ,جنوب,500,26,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,30000
553, الرياض,   حي الياسمين ,شمال شرقي,500,10,4,5,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,110000
554, الرياض,   حي الرمال ,شمال,300,0,4,5,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,43000
556, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
557, الرياض,   حي القادسية ,شرق,370,0,4,3,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,55000
559, الرياض,   حي النرجس ,غرب,375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000
560, الرياض,   حي النرجس ,غرب,375,2,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000
561, الرياض,   حي القيروان ,شمال,337,0,5,5,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,120000
562, الرياض,   حي الجزيرة ,جنوب شرقي,482,25,5,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,70000
563, الرياض,   حي حطين ,جنوب,263,5,7,5,3,1,1,1,1,0,0,1,0,1,0,1,1,1,1,160000
564, الرياض,   حي الروضة ,شرق,400,29,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,70000
566, الرياض,   حي ظهرة لبن ,غرب,312,0,4,5,2,0,0,1,1,0,0,1,0,1,0,0,1,0,1,60000
567, الرياض,   حي الملقا ,شمال,228,0,4,4,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,130000
568, الرياض,   حي الشرق ,شرق,380,0,5,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,45000
569, الرياض,   حي الرمال ,شرق,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,45000
570, الرياض,   حي ظهرة لبن ,جنوب غربي,200,3,7,5,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,40000
571, الرياض,   حي المونسية ,شرق,300,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,60000
572, الرياض,   حي القادسية ,جنوب,372,0,4,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,60000
573, الرياض,   حي الرمال ,غرب,300,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,46000
574, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
577, الرياض,   حي الربوة ,شمال شرقي,300,0,4,4,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,125000
578, الرياض,   حي عكاظ ,شرق,375,0,5,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,35000
579, الرياض,   حي المونسية ,جنوب,375,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,55000
580, الرياض,   حي القدس ,شرق,540,25,5,5,2,1,1,1,0,0,1,1,0,1,0,0,1,0,1,90000
581, الرياض,   حي الرمال ,جنوب غربي,400,0,3,4,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,45000
582, الرياض,   حي اشبيلية ,غرب,225,5,5,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,65000
584, الرياض,   حي الرمال ,شمال,270,0,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,45000
585, الرياض,   حي الصحافة ,غرب,365,10,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,60000
586, الرياض,   حي بدر ,جنوب غربي,270,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,35000
587, الرياض,   حي الهدا ,شمال,250,11,3,3,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000
588, الرياض,   حي الرمال ,شرق,300,0,4,4,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,50000
589, الرياض,   حي النرجس ,جنوب شرقي,280,0,7,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,95000
591, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
593, الرياض,   حي طويق ,غرب,360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,45000
594, الرياض,   حي الملقا ,جنوب,375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000
595, الرياض,   حي طويق ,شمال,450,6,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,37500
596, الرياض,   حي النزهة ,شرق,500,12,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000
597, الرياض,   حي السويدي ,شمال,250,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,52000
599, الرياض,   حي الرمال ,جنوب,250,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,45000
600, الرياض,   حي الصحافة ,جنوب شرقي,375,0,5,5,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,100000
601, الرياض,   حي الياسمين ,شمال,450,4,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
602, الرياض,   حي منفوحة الجديدة ,شرق,200,24,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
603, الرياض,   حي منفوحة الجديدة ,شرق,200,23,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
604, الرياض,   حي العليا ,شمال شرقي,200,10,4,4,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000
605, الرياض,   حي العارض ,شرق,400,0,5,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,80000
606, الرياض,   حي العارض ,شمال,400,0,4,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,1,70000
607, الرياض,   حي المونسية ,جنوب,360,0,5,4,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,65000
608, الرياض,   حي الياسمين ,شرق,200,0,5,4,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,120000
609, الرياض,   حي بدر ,شرق,250,4,3,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16000
610, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
611, الرياض,   حي الفيحاء ,شمال,375,16,7,5,2,0,1,1,1,0,0,1,0,1,0,1,1,0,1,65000
612, الرياض,   حي الرمال ,شمال,270,5,5,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45000
613, الرياض,   حي الرمال ,شمال,300,3,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,40000
614, الرياض,   حي القيروان ,شمال,337,0,4,4,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,120000
615, الرياض,   حي العزيزية ,غرب,360,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,65000
616, الرياض,   حي البديعة ,شمال,120,36,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
618, الرياض,   حي الياسمين ,شمال,375,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,110000
620, الرياض,   حي العارض ,جنوب,440,0,4,4,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0,100000
621, الرياض,   حي ظهرة لبن ,شرق,312,0,5,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,70000
622, الرياض,   حي حطين ,شرق,375,8,5,5,4,1,1,1,1,0,1,0,0,1,1,1,1,0,0,160000
623, الرياض,   حي العليا ,شمال,350,8,5,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,0,90000
624, الرياض,   حي الوشام ,شمال,140,25,5,3,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,28000
625, الرياض,   حي طويق ,شرق,300,0,4,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,33000
626, الرياض,   حي الحمراء ,شمال,350,12,4,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,90000
628, الرياض,   حي لبن ,شمال,400,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,70000
629, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
630, الرياض,   حي التعاون ,جنوب شرقي,250,0,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,130000
631, الرياض,   حي الرمال ,شمال شرقي,390,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,55000
632, الرياض,   حي القادسية ,جنوب,372,0,6,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,65000
633, الرياض,   حي الرمال ,شمال,400,0,6,5,4,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000
634, الرياض,   حي طويق ,شمال,375,5,7,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,35000
635, الرياض,   حي ظهرة البديعة ,جنوب شرقي,500,36,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,60000
636, الرياض,   حي السليمانية ,شمال,300,15,7,5,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,80000
637, الرياض,   حي الرمال ,شمال,270,0,5,5,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,35000
638, الرياض,   حي ام الحمام الشرقي ,غرب,450,0,6,4,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,120000
640, الرياض,   حي الصحافة ,شرق,350,6,3,4,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000
641, الرياض,   حي الشرق ,شمال,450,0,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,40000
642, الرياض,   حي الرمال ,غرب,216,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,40000
644, الرياض,   حي القادسية ,غرب,300,0,4,4,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,50000
645, الرياض,   حي طويق ,غرب,450,0,5,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50000
646, الرياض,   حي الواحة ,شمال,250,9,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,120000
647, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
648, الرياض,   حي الرمال ,غرب,430,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000
649, الرياض,   حي طويق ,غرب,420,0,6,5,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,40000
650, الرياض,   حي القادسية ,جنوب,360,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,55000
653, الرياض,   حي السلام ,جنوب غربي,375,15,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,70000
654, الرياض,   حي سلطانة ,غرب,500,35,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,45000
655, الرياض,   حي العليا ,جنوب,300,7,5,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
656, الرياض,   حي الرمال ,شرق,372,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40000
657, الرياض,   حي الرمال ,شمال,300,0,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48000
658, الرياض,   حي التعاون ,جنوب شرقي,250,0,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,130000
659, الرياض,   حي المرسلات ,جنوب,520,35,4,4,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,150000
661, الرياض,   حي الجنادرية ,شرق,300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,38400
662, الرياض,   حي الملك عبدالعزيز ,شمال,375,0,6,5,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,90000
663, الرياض,   حي السعادة ,جنوب شرقي,300,0,5,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,48000
664, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
665, الرياض,   حي العارض ,شمال,330,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,85000
666, الرياض,   حي بدر ,جنوب,360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000
668, الرياض,   حي عرقة ,شمال,275,5,7,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,75000
669, الرياض,   حي العارض ,شرق,300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000
671, الرياض,   حي الربيع ,جنوب,405,3,3,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
672, الرياض,   حي الجنادرية ,3 شوارع,250,0,4,4,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,40000
673, الرياض,   حي الملك عبدالله ,شرق,190,5,3,4,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,70000
674, الرياض,   حي الوادي ,شرق,315,3,4,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,120000
675, الرياض,   حي اشبيلية ,شرق,308,7,4,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,60000
676, الرياض,   حي الملقا ,شرق,200,0,3,5,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,120000
677, الرياض,   حي الرمال ,شرق,350,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,45000
678, الرياض,   حي الرمال ,شمال,420,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
679, الرياض,   حي الاسكان ,شمال غربي,400,5,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,30000
680, الرياض,   حي طويق ,غرب,420,0,7,5,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,55000
681, الرياض,   حي العارض ,جنوب,250,2,5,5,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,85000
682, الرياض,   حي بدر ,جنوب,360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000
683, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
684, الرياض,   حي الرمال ,جنوب,368,0,3,4,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,36000
685, الرياض,   حي النرجس ,شمال,300,5,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000
686, الرياض,   حي المونسية ,شرق,200,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50000
687, الرياض,   حي العارض ,شمال,365,0,4,4,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,75000
688, الرياض,   حي الرمال ,جنوب غربي,360,0,5,2,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,150000
689, الرياض,   حي الرمال ,شمال,300,3,4,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,43000
690, الرياض,   حي النرجس ,شمال,300,4,5,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,100000
691, الرياض,   حي المونسية ,شرق,420,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000
692, الرياض,   حي اليرموك ,شمال,400,15,5,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,65000
694, الرياض,   حي التعاون ,شمال,130,0,3,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,130000
695, الرياض,   حي ظهرة لبن ,شرق,200,0,6,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000
696, الرياض,   حي المونسية ,غرب,270,0,3,5,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,65000
697, الرياض,   حي الشرق ,شرق,350,0,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000
698, الرياض,   حي العزيزية ,شمال,315,8,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,50000
699, الرياض,   حي الياسمين ,شمال,250,4,4,5,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,95000
700, الرياض,   حي الشرق ,غرب,255,0,3,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000
701, الرياض,   حي الخالدية ,شرق,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,70000
702, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
703, الرياض,   حي الرفيعة ,شرق,400,6,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000
704, الرياض,   حي القادسية ,جنوب غربي,375,0,5,4,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,50000
705, الرياض,   حي الملك فهد ,جنوب,520,30,7,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,100000
706, الرياض,   حي العارض ,شرق,315,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,1,75000
707, الرياض,   حي العارض ,جنوب,375,4,7,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,1,105000
708, الرياض,   حي الياسمين ,شمال,375,5,4,5,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,100000
709, الرياض,   حي السليمانية ,غرب,300,5,5,5,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000
710, الرياض,   حي الملز ,غرب,300,33,5,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,50000
711, الرياض,   حي العريجاء الغربية ,جنوب شرقي,500,36,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,45000
712, الرياض,   حي قرطبة ,شمال شرقي,400,0,5,5,2,1,0,0,0,0,1,1,0,1,1,1,1,0,0,85000
715, الرياض,   حي العريجاء ,شرق,312,15,5,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,60000
716, الرياض,   حي العارض ,شمال,270,4,4,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,120000
717, الرياض,   حي النفل ,جنوب,250,8,5,5,2,1,1,1,1,0,1,0,1,1,0,0,1,0,0,100000
718, الرياض,   حي السليمانية ,شمال,300,10,3,3,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,80000
719, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
720, الرياض,   حي العارض ,جنوب,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,75000
721, الرياض,   حي ظهرة لبن ,شرق,200,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,34000
722, الرياض,   حي الصفا ,شمال شرقي,500,35,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
723, الرياض,   حي الشهداء ,شمال,300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,100000
725, الرياض,   حي الرمال ,شمال,312,0,4,4,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,45000
726, الرياض,   حي المونسية ,جنوب,360,2,5,5,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,55000
727, الرياض,   حي الصحافة ,شمال,375,5,5,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,135000
728, الرياض,   حي الرمال ,شمال,400,2,5,5,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,55000
729, الرياض,   حي العارض ,جنوب,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,85000
730, الرياض,   حي الرمال ,شمال غربي,286,0,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,45000
731, الرياض,   حي النهضة ,غرب,280,8,3,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,38000
732, الرياض,   حي العليا ,شمال شرقي,355,5,1,5,4,1,1,1,1,0,1,1,0,1,0,1,1,0,0,95000
733, الرياض,   حي عكاظ ,غرب,450,3,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,33000
734, الرياض,   حي العارض ,شمال,260,5,5,5,2,1,1,0,0,0,1,1,0,1,0,1,1,0,0,110000
736, الرياض,   حي العليا ,شمال,300,8,4,4,2,1,1,1,1,0,1,1,0,1,0,1,0,0,0,70000
737, الرياض,   حي الشفا ,جنوب غربي,170,10,2,3,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,20000
739, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
740, الرياض,   حي النظيم ,غرب,400,0,5,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40000
741, الرياض,   حي الخزامى ,شمال,400,0,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,140000
742, الرياض,   حي الدار البيضاء ,جنوب,312,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,50000
743, الرياض,   حي الملقا ,جنوب,200,3,5,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,90000
744, الرياض,   حي النرجس ,شرق,371,0,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,160000
745, الرياض,   حي الرمال ,جنوب,300,0,3,3,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,48000
747, الرياض,   حي طويق ,شمال,300,0,5,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,31000
748, الرياض,   حي طويق ,شمال,300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,31000
749, الرياض,   حي الرمال ,شمال,280,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000
750, الرياض,   حي الرمال ,جنوب غربي,250,0,7,5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,40000
751, الرياض,   حي العارض ,شمال,450,0,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,1,75000
752, الرياض,   حي ظهرة لبن ,شمال,300,0,4,5,2,1,1,0,0,0,0,0,1,1,0,1,1,0,1,60000
753, الرياض,   حي عكاظ ,جنوب,250,2,7,5,4,0,1,0,1,0,1,0,0,0,0,1,1,0,1,45000
754, الرياض,   حي الرمال ,شرق,350,0,4,5,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,40000
755, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
757, الرياض,   حي العارض ,شرق,375,4,4,4,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,110000
758, الرياض,   حي العارض ,جنوب,320,0,4,5,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,85000
760, الرياض,   حي العارض ,شمال,260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,120000
761, الرياض,   حي الصحافة ,غرب,320,4,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
763, الرياض,   حي العارض ,شمال,308,0,4,5,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000
764, الرياض,   حي الملك عبدالله ,شرق,185,5,3,4,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,95000
765, الرياض,   حي القدس ,شمال,450,16,4,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,45000
766, الرياض,   حي الياسمين ,جنوب,450,3,7,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
767, الرياض,   حي الرمال ,شمال,300,0,4,3,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,40000
768, الرياض,   حي ام الحمام الغربي ,4 شوارع,165,30,5,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,75000
771, الرياض,   حي السويدي الغربي ,غرب,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000
772, الرياض,   حي الملز ,شمال,300,15,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
773, الرياض,   حي القيروان ,شمال شرقي,400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,140000
775, الرياض,   حي غبيرة ,شرق,450,32,7,5,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,50000
776, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
778, الرياض,   حي السليمانية ,جنوب,220,6,4,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000
782, الرياض,   حي النرجس ,شمال,300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
783, الرياض,   حي الوزارات ,3 شوارع,300,0,7,5,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,150000
784, الرياض,   حي الرمال ,جنوب,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
785, الرياض,   حي الصحافة ,شمال,390,15,3,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,95000
786, الرياض,   حي العارض ,غرب,499,0,7,5,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,150000
787, الرياض,   حي الصحافة ,شمال,390,15,4,4,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000
788, الرياض,   حي طويق ,جنوب شرقي,200,2,5,5,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,3000
789, الرياض,   حي طويق ,شمال,360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,35000
790, الرياض,   حي العارض ,شمال,290,0,5,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,125000
791, الرياض,   حي الربيع ,شمال,370,6,6,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,140000
792, الرياض,   حي الرائد ,جنوب,340,8,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,90000
793, الرياض,   حي الرمال ,جنوب,250,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,40000
794, الرياض,   حي السويدي الغربي ,غرب,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000
795, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
796, الرياض,   حي النرجس ,شمال,300,3,3,5,3,1,1,1,0,0,1,0,0,1,0,1,1,0,0,85000
797, الرياض,   حي الرمال ,غرب,300,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
798, الرياض,   حي الرمال ,شمال,300,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
